,Training Results,,,,,,,,Test
Exclude Features,Transform,Accuracy,Precision,Recall,F-Score,AUC,Average Log Loss,Training Log Loss,Test AUC
None,Continuous Delta,0.703272727,0.734453782,0.636098981,0.68174727,0.760829229,0.611543405,11.77290252,0.75322
"6,7,9,10,11",Continuous Delta,0.690909091,0.74904943,0.573508006,0.649629019,0.758855277,0.622472476,10.19617029,0.76302
None,Discrete Data,0.761454545,0.768310912,0.748180495,0.758112094,0.824999577,0.526608614,24.02640741,0.83018
"6,7,9,10,11",Discrete Data,0.757090909,0.775351014,0.723435226,0.748493976,0.819319971,0.526806373,23.99787682,0.82877
None,Logarithm,0.770909091,0.80794702,0.710334789,0.756003098,0.861959861,0.466533553,32.69340995,0.86
"6,7,9,10,11",Logarithm,0.762181818,0.765486726,0.755458515,0.76043956,0.859501413,0.464750448,32.95065775,0.85656
None,PCA,0.767272727,0.786271451,0.733624454,0.759036145,0.860169976,0.466649858,32.67663078,0.85991
